2023-06-17 00:02:39.267  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
2023-06-17 00:02:39.267  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
2023-06-17 00:02:39.267  WARN 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : [NamingHttpClientManager] Start destroying NacosRestTemplate
2023-06-17 00:02:39.268  WARN 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : [NamingHttpClientManager] Destruction of the end
2023-06-17 00:02:39.268  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
2023-06-17 00:02:39.268  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
2023-06-17 00:02:39.268  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.beat.BeatReactor do shutdown begin
2023-06-17 00:02:39.268  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.beat.BeatReactor do shutdown stop
2023-06-17 00:02:39.268  WARN 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : [NamingHttpClientManager] Start destroying NacosRestTemplate
2023-06-17 00:02:39.268  WARN 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : [NamingHttpClientManager] Destruction of the end
2023-06-17 00:02:39.268  INFO 24896 --- [SpringContextShutdownHook] c.a.n.client.identify.CredentialWatcher  : [null] CredentialWatcher is stopped
2023-06-17 00:02:39.268  INFO 24896 --- [SpringContextShutdownHook] c.a.n.client.identify.CredentialService  : [null] CredentialService is freed
2023-06-17 00:02:39.269  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
2023-06-17 00:02:39.269  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.common.remote.client   : Shutdown rpc client ,set status to shutdown
2023-06-17 00:02:39.269  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.common.remote.client   : Shutdown  client event executor java.util.concurrent.ScheduledThreadPoolExecutor@173ebba9[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2023-06-17 00:02:39.269  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.common.remote.client   : Close current connection 1686931238102_127.0.0.1_57109
2023-06-17 00:02:39.271  INFO 24896 --- [nacos-grpc-client-executor-47] c.a.n.c.remote.client.grpc.GrpcClient    : [1686931238102_127.0.0.1_57109]Ignore complete event,isRunning:false,isAbandon=false
2023-06-17 00:02:39.273  INFO 24896 --- [SpringContextShutdownHook] c.a.n.c.remote.client.grpc.GrpcClient    : Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@22cf6011[Running, pool size = 6, active threads = 0, queued tasks = 0, completed tasks = 48]
2023-06-17 00:02:39.273  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@5f520143[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 40]
2023-06-17 00:02:39.274  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
2023-06-17 00:02:39.275  INFO 24896 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2023-06-17 00:02:39.282  INFO 24896 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2023-06-17 00:02:39.290  INFO 24896 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2023-06-17 00:07:38.337  INFO 11200 --- [main] org.reflections.Reflections              : Reflections took 37 ms to scan 1 urls, producing 3 keys and 6 values 
2023-06-17 00:07:38.358  INFO 11200 --- [main] org.reflections.Reflections              : Reflections took 11 ms to scan 1 urls, producing 4 keys and 9 values 
2023-06-17 00:07:38.368  INFO 11200 --- [main] org.reflections.Reflections              : Reflections took 9 ms to scan 1 urls, producing 3 keys and 10 values 
2023-06-17 00:07:38.369  WARN 11200 --- [main] org.reflections.Reflections              : given scan urls are empty. set urls in the configuration
2023-06-17 00:07:38.377  INFO 11200 --- [main] org.reflections.Reflections              : Reflections took 8 ms to scan 1 urls, producing 1 keys and 5 values 
2023-06-17 00:07:38.387  INFO 11200 --- [main] org.reflections.Reflections              : Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
2023-06-17 00:07:38.398  INFO 11200 --- [main] org.reflections.Reflections              : Reflections took 9 ms to scan 1 urls, producing 2 keys and 8 values 
2023-06-17 00:07:38.399  WARN 11200 --- [main] org.reflections.Reflections              : given scan urls are empty. set urls in the configuration
2023-06-17 00:07:39.402  WARN 11200 --- [main] c.a.c.n.c.NacosPropertySourceBuilder     : Ignore the empty nacos configuration and get it based on dataId[ship-server] & group[DEFAULT_GROUP]
2023-06-17 00:07:39.409  WARN 11200 --- [main] c.a.c.n.c.NacosPropertySourceBuilder     : Ignore the empty nacos configuration and get it based on dataId[ship-server.properties] & group[DEFAULT_GROUP]
2023-06-17 00:07:39.410  INFO 11200 --- [main] b.c.PropertySourceBootstrapConfiguration : Located property source: [BootstrapPropertySource {name='bootstrapProperties-ship-server.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-ship-server,DEFAULT_GROUP'}]
2023-06-17 00:07:39.440  INFO 11200 --- [main] o.e.shipserver.ShipServerApplication     : No active profile set, falling back to default profiles: default
2023-06-17 00:07:40.194  INFO 11200 --- [main] o.s.cloud.context.scope.GenericScope     : BeanFactory id=3b4bbae5-5bfa-3a64-8d26-14019c4d86b4
2023-06-17 00:07:40.356  INFO 11200 --- [main] trationDelegate$BeanPostProcessorChecker : Bean 'spring.cloud.sentinel-com.alibaba.cloud.sentinel.SentinelProperties' of type [com.alibaba.cloud.sentinel.SentinelProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-17 00:07:40.357  INFO 11200 --- [main] trationDelegate$BeanPostProcessorChecker : Bean 'com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration' of type [com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-17 00:07:40.544  INFO 11200 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8083 (http)
2023-06-17 00:07:40.551  INFO 11200 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-17 00:07:40.552  INFO 11200 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.41]
2023-06-17 00:07:40.553  INFO 11200 --- [main] o.a.catalina.core.AprLifecycleListener   : Loaded Apache Tomcat Native library [1.2.33] using APR version [1.7.0].
2023-06-17 00:07:40.554  INFO 11200 --- [main] o.a.catalina.core.AprLifecycleListener   : APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2023-06-17 00:07:40.554  INFO 11200 --- [main] o.a.catalina.core.AprLifecycleListener   : APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-06-17 00:07:40.556  INFO 11200 --- [main] o.a.catalina.core.AprLifecycleListener   : OpenSSL successfully initialized [OpenSSL 1.1.1o  3 May 2022]
2023-06-17 00:07:41.075  INFO 11200 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-17 00:07:41.075  INFO 11200 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1623 ms
2023-06-17 00:07:41.383  INFO 11200 --- [main] o.s.c.openfeign.FeignClientFactoryBean   : For 'order-server' URL not provided. Will try picking an instance via load-balancing.
2023-06-17 00:07:41.597  INFO 11200 --- [main] c.a.c.s.SentinelWebAutoConfiguration     : [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
2023-06-17 00:07:41.657  WARN 11200 --- [main] c.n.c.sources.URLConfigurationSource     : No URLs will be polled as dynamic configuration sources.
2023-06-17 00:07:41.657  INFO 11200 --- [main] c.n.c.sources.URLConfigurationSource     : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
